NTCIR12-MathWiki-1 xxx 1s_Slater-type_function 1.0
NTCIR12-MathWiki-1 xxx 3-j_symbol 0.0
NTCIR12-MathWiki-1 xxx Adiabatic_theorem 1.0
NTCIR12-MathWiki-1 xxx Adjoint_equation 1.0
NTCIR12-MathWiki-1 xxx Alternatives_to_general_relativity 1.0
NTCIR12-MathWiki-1 xxx Antiderivative_(complex_analysis) 1.0
NTCIR12-MathWiki-1 xxx Arakawa–Kaneko_zeta_function 1.0
NTCIR12-MathWiki-1 xxx Arithmetic_coding 0.0
NTCIR12-MathWiki-1 xxx Artin_reciprocity_law 1.0
NTCIR12-MathWiki-1 xxx Artin_transfer_(group_theory) 1.0
NTCIR12-MathWiki-1 xxx Axial_multipole_moments 1.0
NTCIR12-MathWiki-1 xxx Baud 0.0
NTCIR12-MathWiki-1 xxx Bayes'_theorem 0.0
NTCIR12-MathWiki-1 xxx Black_Sun_(occult_symbol) 0.0
NTCIR12-MathWiki-1 xxx Bring_radical 1.0
NTCIR12-MathWiki-1 xxx Canonical_Huffman_code 0.0
NTCIR12-MathWiki-1 xxx Cauchy–Riemann_equations 1.0
NTCIR12-MathWiki-1 xxx Chowla–Mordell_theorem 1.0
NTCIR12-MathWiki-1 xxx Circuit_diagram 0.0
NTCIR12-MathWiki-1 xxx Clifford_analysis 1.0
NTCIR12-MathWiki-1 xxx Complex_number 1.0
NTCIR12-MathWiki-1 xxx Concentration 1.0
NTCIR12-MathWiki-1 xxx Continuous_phase_modulation 0.0
NTCIR12-MathWiki-1 xxx Cubic_function 1.0
NTCIR12-MathWiki-1 xxx Damping_ratio 1.0
NTCIR12-MathWiki-1 xxx Decoherence-free_subspaces 1.0
NTCIR12-MathWiki-1 xxx Dedekind_domain 0.0
NTCIR12-MathWiki-1 xxx Dimensionless_quantity 1.0
NTCIR12-MathWiki-1 xxx Dirichlet-multinomial_distribution 0.0
NTCIR12-MathWiki-1 xxx Dirichlet_eta_function 1.0
NTCIR12-MathWiki-1 xxx Discriminant_of_an_algebraic_number_field 0.0
NTCIR12-MathWiki-1 xxx Disjoining_pressure 1.0
NTCIR12-MathWiki-1 xxx Eisenstein_reciprocity 1.0
NTCIR12-MathWiki-1 xxx Electrofiltration 0.0
NTCIR12-MathWiki-1 xxx Equatorial_coordinate_system 1.0
NTCIR12-MathWiki-1 xxx Euler–Maclaurin_formula 0.0
NTCIR12-MathWiki-1 xxx Explained_sum_of_squares 0.0
NTCIR12-MathWiki-1 xxx Extension_by_definitions 0.0
NTCIR12-MathWiki-1 xxx Factorial 1.0
NTCIR12-MathWiki-1 xxx Froude_number 0.0
NTCIR12-MathWiki-1 xxx Functional_predicate 0.0
NTCIR12-MathWiki-1 xxx Gamma_function 1.0
NTCIR12-MathWiki-1 xxx Gauss's_lemma_(number_theory) 1.0
NTCIR12-MathWiki-1 xxx Greek_numerals 1.0
NTCIR12-MathWiki-1 xxx Green's_function_(many-body_theory) 1.0
NTCIR12-MathWiki-1 xxx Hamiltonian_constraint 0.0
