Query,Document,Doc-Length,Ranking,Span,Min-Span,Normalized-Span,Normalized-Min-Span,Min-Distance,Ave-Distance,Max-Distance
NTCIR12-MathWiki-1,1s_Slater-type_function.html,3316,RELEVANT,239,0,19.916666666666668,0.0,0,81.88571428571429,239
NTCIR12-MathWiki-1,Adiabatic_theorem.html,12329,RELEVANT,120,0,30.0,0.0,0,66.33333333333333,120
NTCIR12-MathWiki-1,Adjoint_equation.html,323,RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Arakawa–Kaneko_zeta_function.html,1229,RELEVANT,10,0,2.5,0.0,0,5.0,10
NTCIR12-MathWiki-1,Bring_radical.html,22353,RELEVANT,22,0,3.6666666666666665,0.0,0,8.2,15
NTCIR12-MathWiki-1,Chowla–Mordell_theorem.html,223,RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Cubic_function.html,18160,RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Decoherence-free_subspaces.html,7270,RELEVANT,65,0,4.642857142857143,0.0,0,23.428571428571427,65
NTCIR12-MathWiki-1,Dimensionless_quantity.html,10751,RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Dirichlet_eta_function.html,11534,RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Electrofiltration.html,1013,PARTIALLY RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Equatorial_coordinate_system.html,2346,RELEVANT,177,0,25.285714285714285,0.0,0,81.91666666666667,177
NTCIR12-MathWiki-1,Euler–Maclaurin_formula.html,10415,NOT RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Factorial.html,12965,RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Froude_number.html,3855,PARTIALLY RELEVANT,7,0,1.75,0.0,0,2.3333333333333335,5
NTCIR12-MathWiki-1,Green's_function_(many-body_theory).html,16451,RELEVANT,376,0,62.666666666666664,0.0,0,93.4,372
NTCIR12-MathWiki-1,Hamiltonian_constraint.html,9198,PARTIALLY RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Hamiltonian_constraint_of_LQG.html,18870,PARTIALLY RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Harmonic_oscillator.html,10619,RELEVANT,228,0,32.57142857142857,0.0,0,67.0,210
NTCIR12-MathWiki-1,Hodge_dual.html,12478,RELEVANT,265,0,18.928571428571427,0.0,0,109.9090909090909,265
NTCIR12-MathWiki-1,Jerk_(physics).html,4005,RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Joukowsky_transform.html,3351,RELEVANT,388,0,14.923076923076923,0.0,0,165.06666666666666,388
NTCIR12-MathWiki-1,Langmuir_probe.html,12867,PARTIALLY RELEVANT,46,0,6.571428571428571,0.0,0,17.0,46
NTCIR12-MathWiki-1,Lattice_problem.html,3743,RELEVANT,15,0,3.75,0.0,0,7.5,15
NTCIR12-MathWiki-1,Least_squares_support_vector_machine.html,11687,PARTIALLY RELEVANT,458,0,35.23076923076923,0.0,0,190.02777777777777,408
NTCIR12-MathWiki-1,Light_front_quantization.html,14671,PARTIALLY RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,List_of_common_physics_notations.html,1180,RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Mahler_measure.html,4817,PARTIALLY RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Mild-slope_equation.html,10571,RELEVANT,291,0,29.1,0.0,0,84.125,291
NTCIR12-MathWiki-1,Minimum_spanning_tree.html,3024,RELEVANT,0,0,0.0,0.0,0,0.0,0
NTCIR12-MathWiki-1,Monin–Obukhov_similarity_theory.html,3328,RELEVANT,171,0,10.058823529411764,0.0,0,64.375,171
NTCIR12-MathWiki-1,Motion_simulator.html,5555,PARTIALLY RELEVANT,12,0,3.0,0.0,0,6.0,12
